-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2020 through 07/31/2020 
Location: Latitude  5.5516   Longitude -0.2686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.76 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,RH2M,PRECTOTCORR,T2M
2020,5,15,18,100.75,3.13,215.55,4.16,86.06,0.3,28.26
2020,5,15,19,100.8,3.28,214.22,4.41,86.81,0.33,28.15
2020,5,15,20,100.84,3.33,213.13,4.51,87.38,0.35,28.08
2020,5,15,21,100.87,3.31,214.63,4.48,87.88,0.37,28.03
2020,5,15,22,100.88,3.26,218.57,4.39,88.44,0.34,27.94
2020,5,15,23,100.86,3.18,222.61,4.27,89.0,0.31,27.85
2020,5,16,0,100.81,3.06,226.24,4.11,89.56,1.19,27.73
2020,5,16,1,100.76,2.83,228.13,3.76,90.06,1.26,27.58
2020,5,16,2,100.71,2.6,229.27,3.42,90.38,1.43,27.44
2020,5,16,3,100.71,2.34,232.75,3.01,90.38,1.31,27.37
2020,5,16,4,100.73,2.03,236.0,2.53,89.88,1.15,27.33
2020,5,16,5,100.77,1.64,243.31,1.99,89.12,1.03,27.37
2020,5,16,6,100.81,1.28,258.0,1.54,88.88,0.91,27.51
2020,5,16,7,100.89,0.99,272.25,1.16,87.5,0.76,27.93
2020,5,16,8,100.96,0.49,312.4,0.47,84.69,0.66,28.3
2020,5,16,9,100.99,0.66,49.33,0.76,80.62,0.55,28.55
2020,5,16,10,100.97,0.95,82.93,1.11,77.75,0.38,28.62
2020,5,16,11,100.89,0.9,113.0,1.03,76.81,0.21,28.7
2020,5,16,12,100.8,0.95,144.74,1.06,75.62,0.08,28.84
2020,5,16,13,100.7,1.13,163.07,1.23,74.31,0.04,29.01
2020,5,16,14,100.63,1.33,182.36,1.41,73.38,0.18,29.22
2020,5,16,15,100.59,1.3,205.95,1.4,73.56,0.64,29.19
2020,5,16,16,100.56,1.2,239.42,1.33,75.19,0.62,29.01
2020,5,16,17,100.58,1.07,263.29,1.17,76.06,0.41,28.86
2020,5,16,18,100.69,1.11,212.01,1.27,77.88,0.32,28.47
2020,5,16,19,100.82,2.07,192.41,2.68,81.19,0.27,28.03
2020,5,16,20,100.89,2.44,196.0,3.35,83.56,0.16,27.77
2020,5,16,21,100.94,2.55,206.8,3.48,84.94,0.2,27.64
2020,5,16,22,100.96,2.64,218.26,3.53,86.12,0.25,27.56
2020,5,16,23,100.93,2.66,230.97,3.52,87.12,0.35,27.48
2020,5,17,0,100.86,2.71,247.06,3.59,88.12,0.44,27.35
2020,5,17,1,100.78,2.82,263.47,3.81,88.94,0.51,27.22
2020,5,17,2,100.72,2.96,277.74,4.06,89.81,0.48,27.07
2020,5,17,3,100.7,2.99,287.63,4.1,90.44,0.43,26.94
2020,5,17,4,100.71,2.85,294.67,3.9,90.88,0.49,26.8
2020,5,17,5,100.75,2.63,298.24,3.61,91.0,0.56,26.68
2020,5,17,6,100.8,2.37,299.6,3.12,90.5,0.76,26.86
2020,5,17,7,100.87,1.94,299.14,2.23,89.25,0.98,27.21
2020,5,17,8,100.93,1.43,292.5,1.61,86.25,1.12,27.84
2020,5,17,9,100.95,0.81,278.83,0.85,82.06,1.17,28.46
2020,5,17,10,100.93,0.56,218.16,0.55,78.31,1.16,28.92
2020,5,17,11,100.88,1.05,192.9,1.1,77.0,1.15,29.18
2020,5,17,12,100.82,1.56,194.25,1.65,77.12,1.16,29.24
2020,5,17,13,100.75,2.1,198.23,2.28,78.06,1.39,29.17
2020,5,17,14,100.7,2.86,204.68,3.19,79.75,1.86,29.0
2020,5,17,15,100.69,3.55,210.68,4.09,82.25,1.7,28.71
2020,5,17,16,100.72,3.88,216.73,4.67,85.31,1.17,28.37
2020,5,17,17,100.77,3.86,224.18,4.9,88.0,0.59,27.99
2020,5,17,18,100.83,3.71,231.92,4.95,89.62,0.28,27.63
2020,5,17,19,100.89,3.59,238.91,4.8,90.0,0.19,27.51
2020,5,17,20,100.95,3.39,243.85,4.52,90.0,0.15,27.41
2020,5,17,21,100.99,3.17,246.97,4.23,90.12,0.1,27.29
2020,5,17,22,101.0,3.05,248.69,4.02,90.38,0.08,27.14
2020,5,17,23,100.97,3.02,250.81,3.95,90.56,0.1,26.99
2020,5,18,0,100.91,3.11,251.98,4.06,90.81,0.21,26.87
2020,5,18,1,100.85,3.26,253.0,4.28,90.94,0.34,26.76
2020,5,18,2,100.81,3.46,252.67,4.58,91.19,0.41,26.66
2020,5,18,3,100.79,3.64,253.43,4.83,91.38,0.36,26.61
2020,5,18,4,100.81,3.72,254.27,4.93,91.56,0.26,26.53
2020,5,18,5,100.85,3.7,253.94,4.9,91.69,0.26,26.47
2020,5,18,6,100.89,3.74,253.38,4.76,91.44,0.28,26.67
2020,5,18,7,100.97,3.81,252.68,4.46,90.62,0.36,27.01
2020,5,18,8,101.02,3.9,249.14,4.55,88.75,0.38,27.44
2020,5,18,9,101.05,4.04,243.83,4.7,85.62,0.52,27.93
2020,5,18,10,101.03,4.12,238.57,4.79,83.25,0.62,28.33
2020,5,18,11,100.99,4.31,234.06,5.0,82.19,0.78,28.6
2020,5,18,12,100.92,4.72,230.04,5.49,81.88,0.81,28.74
2020,5,18,13,100.86,5.07,227.31,5.94,82.56,0.93,28.71
2020,5,18,14,100.83,5.39,224.94,6.38,83.31,0.92,28.63
2020,5,18,15,100.82,5.52,224.2,6.59,84.25,0.77,28.43
2020,5,18,16,100.85,5.3,225.0,6.49,85.12,0.57,28.21
2020,5,18,17,100.9,4.74,227.34,6.07,85.81,0.45,27.97
2020,5,18,18,100.96,4.21,230.58,5.56,86.88,0.4,27.65
2020,5,18,19,101.02,4.0,234.29,5.33,87.25,0.41,27.51
2020,5,18,20,101.07,3.89,238.9,5.18,87.62,0.43,27.4
2020,5,18,21,101.1,3.8,243.12,5.05,87.94,0.53,27.27
2020,5,18,22,101.11,3.7,246.09,4.91,88.31,0.51,27.12
2020,5,18,23,101.07,3.65,247.99,4.83,88.5,0.55,26.98
2020,5,19,0,101.02,3.64,249.16,4.84,88.62,0.56,26.83
2020,5,19,1,100.97,3.64,249.89,4.82,88.88,0.52,26.67
2020,5,19,2,100.93,3.57,249.22,4.72,88.88,0.45,26.55
2020,5,19,3,100.92,3.46,249.52,4.57,88.81,0.42,26.47
2020,5,19,4,100.95,3.32,250.2,4.41,88.56,0.41,26.44
2020,5,19,5,100.99,3.23,249.2,4.3,88.5,0.49,26.39
2020,5,19,6,101.05,3.16,246.1,4.1,87.94,0.55,26.62
2020,5,19,7,101.1,3.22,241.63,3.79,86.44,0.75,26.98
2020,5,19,8,101.15,3.35,237.39,3.91,84.31,0.74,27.44
2020,5,19,9,101.19,3.6,231.44,4.19,80.94,0.73,27.93
2020,5,19,10,101.2,3.88,224.43,4.52,77.75,0.77,28.29
2020,5,19,11,101.17,4.24,218.03,4.92,76.19,0.78,28.48
2020,5,19,12,101.12,4.63,213.45,5.41,75.56,0.65,28.55
2020,5,19,13,101.05,5.09,209.52,5.94,75.5,0.49,28.48
2020,5,19,14,101.0,5.38,206.64,6.33,76.44,0.41,28.2
2020,5,19,15,100.98,5.44,207.63,6.47,78.06,0.25,27.86
2020,5,19,16,100.97,5.27,210.29,6.37,80.38,0.11,27.54
2020,5,19,17,101.0,4.97,212.62,6.32,82.44,0.05,27.26
2020,5,19,18,101.05,4.63,214.63,6.05,83.75,0.04,26.98
2020,5,19,19,101.11,4.42,218.9,5.75,83.94,0.06,26.91
2020,5,19,20,101.15,4.26,226.26,5.55,84.06,0.03,26.85
2020,5,19,21,101.17,4.15,233.04,5.41,84.19,0.04,26.76
2020,5,19,22,101.14,4.06,238.2,5.3,84.31,0.03,26.65
2020,5,19,23,101.1,4.02,242.09,5.26,84.62,0.02,26.52
2020,5,20,0,101.03,3.94,245.01,5.16,85.0,0.03,26.4
2020,5,20,1,100.98,3.78,247.52,4.93,85.44,0.05,26.26
2020,5,20,2,100.94,3.58,249.71,4.66,86.0,0.07,26.13
2020,5,20,3,100.94,3.43,249.99,4.45,86.56,0.1,26.02
2020,5,20,4,100.95,3.29,248.43,4.28,87.06,0.14,25.97
2020,5,20,5,100.99,3.22,245.98,4.19,87.38,0.18,25.94
2020,5,20,6,101.03,3.18,242.3,4.06,86.94,0.23,26.31
2020,5,20,7,101.1,3.19,237.09,3.69,85.06,0.25,26.9
2020,5,20,8,101.15,3.38,229.13,3.95,81.31,0.34,27.72
2020,5,20,9,101.17,3.53,223.3,4.09,78.19,0.26,28.3
2020,5,20,10,101.16,3.64,220.21,4.21,77.12,0.23,28.56
2020,5,20,11,101.11,3.95,221.07,4.57,77.56,0.2,28.6
2020,5,20,12,101.0,4.49,225.35,5.22,78.06,0.2,28.57
2020,5,20,13,100.89,5.01,230.0,5.86,78.44,0.28,28.57
2020,5,20,14,100.8,5.31,232.89,6.27,78.81,0.42,28.59
2020,5,20,15,100.76,5.23,233.13,6.25,79.69,0.42,28.53
2020,5,20,16,100.79,4.73,230.16,5.72,81.31,0.37,28.38
2020,5,20,17,100.85,3.99,224.76,5.08,84.56,0.3,28.01
2020,5,20,18,100.93,3.8,220.0,4.95,86.75,0.24,27.53
2020,5,20,19,101.0,3.81,218.59,4.94,87.12,0.22,27.38
2020,5,20,20,101.06,3.78,219.55,4.93,87.38,0.23,27.28
2020,5,20,21,101.1,3.81,222.59,5.01,87.81,0.2,27.18
2020,5,20,22,101.11,3.85,226.65,5.07,88.62,0.24,27.03
2020,5,20,23,101.07,3.85,230.69,5.07,89.5,0.28,26.87
2020,5,21,0,101.02,3.87,234.19,5.1,90.31,0.11,26.72
2020,5,21,1,100.95,3.92,236.72,5.16,91.0,0.11,26.58
2020,5,21,2,100.9,3.97,238.03,5.23,91.62,0.13,26.46
2020,5,21,3,100.89,3.95,238.82,5.2,91.75,0.12,26.4
2020,5,21,4,100.9,3.92,239.04,5.15,91.62,0.11,26.38
2020,5,21,5,100.93,3.88,238.32,5.09,91.44,0.11,26.37
2020,5,21,6,100.96,3.9,237.11,4.92,90.69,0.11,26.74
2020,5,21,7,101.02,4.05,235.45,4.76,89.0,0.12,27.25
2020,5,21,8,101.06,4.33,233.15,5.07,85.94,0.12,27.84
2020,5,21,9,101.06,4.47,231.95,5.2,82.56,0.13,28.4
2020,5,21,10,101.04,4.54,230.37,5.24,80.25,0.15,28.83
2020,5,21,11,100.99,4.58,228.46,5.27,78.81,0.18,29.1
2020,5,21,12,100.92,4.58,226.45,5.26,78.19,0.24,29.21
2020,5,21,13,100.85,4.55,223.75,5.23,78.12,0.3,29.19
2020,5,21,14,100.82,4.53,220.39,5.19,78.88,0.34,29.04
2020,5,21,15,100.81,4.55,215.85,5.24,80.38,0.36,28.76
2020,5,21,16,100.84,4.52,211.71,5.29,82.5,0.41,28.39
2020,5,21,17,100.9,4.24,209.44,5.23,85.94,0.42,27.86
2020,5,21,18,100.95,4.18,211.07,5.47,88.31,0.43,27.39
2020,5,21,19,101.01,4.29,215.6,5.62,89.06,0.42,27.21
2020,5,21,20,101.07,4.32,221.26,5.67,89.44,0.42,27.1
2020,5,21,21,101.11,4.35,226.02,5.72,89.88,0.36,26.99
2020,5,21,22,101.1,4.36,229.87,5.72,90.25,0.35,26.87
2020,5,21,23,101.06,4.39,232.74,5.75,90.62,0.34,26.76
2020,5,22,0,100.99,4.43,234.77,5.79,91.12,0.3,26.61
2020,5,22,1,100.93,4.47,236.25,5.84,91.38,0.26,26.51
2020,5,22,2,100.89,4.46,236.95,5.82,91.44,0.24,26.42
2020,5,22,3,100.88,4.35,236.88,5.68,91.5,0.22,26.35
2020,5,22,4,100.91,4.14,235.92,5.43,91.44,0.23,26.3
2020,5,22,5,100.95,3.96,233.99,5.18,91.38,0.28,26.26
2020,5,22,6,101.01,3.9,231.5,4.89,90.56,0.32,26.55
2020,5,22,7,101.08,4.02,229.1,4.74,88.81,0.41,27.03
2020,5,22,8,101.13,4.22,225.75,4.97,86.12,0.46,27.52
2020,5,22,9,101.15,4.29,221.9,4.99,83.5,0.58,27.98
2020,5,22,10,101.13,4.33,217.88,4.99,81.88,0.65,28.31
2020,5,22,11,101.11,4.27,215.03,4.9,80.75,0.69,28.56
2020,5,22,12,101.05,4.21,213.04,4.8,80.0,0.67,28.72
2020,5,22,13,100.98,4.2,211.86,4.79,79.75,0.66,28.76
2020,5,22,14,100.92,4.22,211.45,4.83,80.12,0.53,28.66
2020,5,22,15,100.89,4.11,211.09,4.73,81.12,0.46,28.45
2020,5,22,16,100.88,3.93,208.66,4.55,82.69,0.33,28.17
2020,5,22,17,100.9,3.65,207.0,4.51,85.44,0.28,27.75
2020,5,22,18,100.94,3.51,206.45,4.64,87.81,0.19,27.23
2020,5,22,19,100.99,3.54,207.47,4.7,88.25,0.13,27.08
2020,5,22,20,101.05,3.52,209.92,4.68,88.56,0.09,26.96
2020,5,22,21,101.09,3.51,213.76,4.67,88.81,0.07,26.88
2020,5,22,22,101.09,3.51,218.76,4.67,89.0,0.07,26.81
2020,5,22,23,101.04,3.52,224.01,4.68,89.38,0.05,26.72
2020,5,23,0,100.98,3.54,228.58,4.73,89.75,0.06,26.61
2020,5,23,1,100.92,3.6,232.41,4.81,89.75,0.07,26.53
2020,5,23,2,100.88,3.59,235.38,4.78,89.69,0.09,26.43
2020,5,23,3,100.88,3.55,236.48,4.73,89.94,0.08,26.31
2020,5,23,4,100.91,3.5,236.2,4.62,90.38,0.1,26.2
2020,5,23,5,100.95,3.47,235.09,4.57,90.81,0.11,26.1
2020,5,23,6,101.0,3.57,233.18,4.48,90.38,0.16,26.38
2020,5,23,7,101.07,3.82,229.73,4.49,88.31,0.17,26.89
2020,5,23,8,101.11,3.98,223.65,4.64,84.81,0.18,27.54
2020,5,23,9,101.13,3.92,218.2,4.51,81.31,0.17,28.17
2020,5,23,10,101.12,3.8,213.59,4.34,78.88,0.17,28.67
2020,5,23,11,101.06,3.72,208.88,4.22,77.38,0.18,29.01
2020,5,23,12,101.0,3.67,205.31,4.19,76.88,0.18,29.14
2020,5,23,13,100.93,3.69,203.31,4.22,76.75,0.21,29.16
2020,5,23,14,100.87,3.73,202.16,4.27,76.94,0.2,29.06
2020,5,23,15,100.85,3.84,201.35,4.39,77.75,0.2,28.86
2020,5,23,16,100.85,3.87,200.34,4.49,79.81,0.16,28.46
2020,5,23,17,100.88,3.65,199.75,4.49,83.62,0.16,27.9
2020,5,23,18,100.92,3.43,200.83,4.56,87.12,0.15,27.28
2020,5,23,19,100.96,3.44,203.42,4.58,88.12,0.17,27.08
2020,5,23,20,101.01,3.49,206.91,4.63,88.69,0.18,26.97
2020,5,23,21,101.04,3.48,210.59,4.6,89.12,0.18,26.86
2020,5,23,22,101.05,3.44,214.81,4.52,89.62,0.23,26.73
2020,5,23,23,101.02,3.4,219.4,4.46,90.0,0.24,26.62
2020,5,24,0,100.96,3.37,222.93,4.42,90.44,0.26,26.49
2020,5,24,1,100.91,3.36,225.57,4.39,90.88,0.29,26.36
2020,5,24,2,100.86,3.32,227.57,4.34,91.12,0.34,26.26
2020,5,24,3,100.85,3.31,229.31,4.32,91.25,0.35,26.19
2020,5,24,4,100.86,3.35,230.49,4.43,91.19,0.35,26.16
2020,5,24,5,100.89,3.38,230.82,4.48,91.0,0.37,26.18
2020,5,24,6,100.94,3.57,232.03,4.51,90.06,0.38,26.56
2020,5,24,7,101.0,3.84,233.43,4.53,87.94,0.37,27.12
2020,5,24,8,101.05,4.1,233.76,4.78,84.06,0.35,27.8
2020,5,24,9,101.07,4.17,233.07,4.82,80.62,0.31,28.39
2020,5,24,10,101.06,4.15,231.19,4.78,78.56,0.29,28.8
2020,5,24,11,101.02,4.14,229.36,4.76,77.31,0.3,29.12
2020,5,24,12,100.95,4.14,226.07,4.81,76.88,0.29,29.3
2020,5,24,13,100.87,4.15,222.25,4.86,76.94,0.28,29.39
2020,5,24,14,100.8,4.2,217.83,4.91,77.25,0.23,29.34
2020,5,24,15,100.77,4.46,214.08,5.19,78.44,0.21,29.06
2020,5,24,16,100.79,4.7,210.65,5.53,80.88,0.22,28.61
2020,5,24,17,100.83,4.57,208.27,5.6,84.44,0.25,28.01
2020,5,24,18,100.89,4.35,207.35,5.66,87.44,0.3,27.44
2020,5,24,19,100.96,4.36,208.22,5.71,88.44,0.35,27.23
2020,5,24,20,101.01,4.29,210.62,5.66,89.19,0.39,27.1
2020,5,24,21,101.03,4.23,214.45,5.59,89.75,0.44,26.98
2020,5,24,22,101.03,4.15,219.42,5.5,90.12,0.48,26.89
2020,5,24,23,100.98,4.15,224.47,5.51,90.5,0.49,26.78
2020,5,25,0,100.92,4.17,228.49,5.54,90.94,0.47,26.67
2020,5,25,1,100.86,4.1,231.65,5.43,91.06,0.4,26.58
2020,5,25,2,100.84,3.96,233.9,5.26,91.12,0.41,26.51
2020,5,25,3,100.84,3.7,234.8,4.92,91.06,0.39,26.45
2020,5,25,4,100.88,3.45,233.57,4.61,91.06,0.37,26.4
2020,5,25,5,100.94,3.22,230.12,4.32,91.12,0.42,26.35
2020,5,25,6,101.0,3.08,227.16,4.04,90.88,0.46,26.55
2020,5,25,7,101.06,3.05,223.75,3.59,90.0,0.48,26.85
2020,5,25,8,101.07,2.98,219.79,3.45,89.12,0.54,27.07
2020,5,25,9,101.08,2.79,213.69,3.21,87.69,0.55,27.25
2020,5,25,10,101.06,2.52,207.92,2.87,86.19,0.53,27.34
2020,5,25,11,101.02,2.3,202.13,2.57,85.38,0.54,27.36
2020,5,25,12,100.95,2.18,201.23,2.42,85.19,0.51,27.3
2020,5,25,13,100.87,2.15,203.12,2.37,85.25,0.5,27.23
2020,5,25,14,100.81,2.08,202.72,2.3,85.56,0.44,27.12
2020,5,25,15,100.78,2.06,203.17,2.28,86.06,0.3,27.02
2020,5,25,16,100.78,2.07,204.05,2.35,86.75,0.2,26.9
2020,5,25,17,100.8,2.02,207.36,2.52,88.5,0.12,26.66
2020,5,25,18,100.84,2.11,213.51,2.83,90.25,0.06,26.36
2020,5,25,19,100.91,2.35,219.88,3.22,90.44,0.03,26.29
2020,5,25,20,100.97,2.5,224.49,3.42,90.5,0.04,26.28
2020,5,25,21,101.01,2.42,225.52,3.29,90.56,0.09,26.25
2020,5,25,22,101.02,2.2,225.43,2.96,90.62,0.19,26.15
2020,5,25,23,100.99,1.98,226.28,2.62,90.75,0.25,26.08
2020,5,26,0,100.93,1.84,230.01,2.42,90.75,0.3,25.96
2020,5,26,1,100.87,1.76,235.67,2.32,90.75,0.31,25.87
2020,5,26,2,100.83,1.68,241.05,2.22,90.94,0.28,25.76
2020,5,26,3,100.82,1.72,244.72,2.3,91.12,0.26,25.67
2020,5,26,4,100.83,1.8,244.77,2.42,91.38,0.22,25.62
2020,5,26,5,100.87,1.79,242.09,2.39,91.44,0.23,25.58
2020,5,26,6,100.91,1.78,236.66,2.33,91.19,0.27,25.9
2020,5,26,7,100.96,1.87,227.53,2.16,89.69,0.3,26.4
2020,5,26,8,101.01,1.92,217.06,2.15,86.56,0.33,27.03
2020,5,26,9,101.02,1.96,208.61,2.15,82.25,0.35,27.75
2020,5,26,10,101.02,2.08,202.32,2.25,79.31,0.29,28.3
2020,5,26,11,100.98,2.26,197.68,2.45,77.88,0.3,28.64
2020,5,26,12,100.93,2.46,196.25,2.68,77.56,0.32,28.77
2020,5,26,13,100.87,2.6,196.75,2.88,77.88,0.34,28.79
2020,5,26,14,100.82,2.71,197.81,3.0,78.12,0.3,28.7
2020,5,26,15,100.8,2.89,199.12,3.2,78.69,0.27,28.51
2020,5,26,16,100.83,3.13,200.92,3.55,80.38,0.27,28.15
2020,5,26,17,100.86,3.2,204.81,3.92,84.25,0.27,27.57
2020,5,26,18,100.93,3.19,210.34,4.24,87.56,0.33,26.98
2020,5,26,19,100.98,3.3,214.67,4.43,88.69,0.42,26.76
2020,5,26,20,101.03,3.35,218.18,4.51,89.25,0.58,26.64
2020,5,26,21,101.06,3.3,222.6,4.44,89.5,0.71,26.56
2020,5,26,22,101.06,3.19,228.08,4.29,89.56,0.91,26.45
2020,5,26,23,101.01,3.1,235.15,4.17,89.69,1.38,26.34
2020,5,27,0,100.95,3.08,243.96,4.15,89.88,1.87,26.23
2020,5,27,1,100.89,3.09,253.54,4.17,90.06,2.29,26.11
2020,5,27,2,100.84,3.14,263.58,4.23,90.25,2.79,26.01
2020,5,27,3,100.82,3.18,271.97,4.27,90.25,3.5,25.94
2020,5,27,4,100.82,3.19,279.02,4.26,90.31,3.83,25.87
2020,5,27,5,100.85,3.24,286.38,4.32,90.38,3.55,25.77
2020,5,27,6,100.89,3.5,294.39,4.36,90.06,2.65,25.94
2020,5,27,7,100.96,3.67,302.2,4.22,89.19,1.41,26.25
2020,5,27,8,101.0,3.9,307.42,4.48,86.44,0.57,26.74
2020,5,27,9,101.0,3.97,312.05,4.54,82.62,0.16,27.4
2020,5,27,10,100.95,3.71,315.6,4.26,78.88,0.04,28.17
2020,5,27,11,100.9,3.12,312.67,3.65,76.0,0.1,28.8
2020,5,27,12,100.84,2.41,298.89,2.88,75.31,0.16,29.16
2020,5,27,13,100.77,2.09,279.04,2.47,75.44,0.13,29.33
2020,5,27,14,100.69,1.95,265.18,2.27,75.0,0.07,29.42
2020,5,27,15,100.67,1.77,243.89,2.05,75.31,0.02,29.38
2020,5,27,16,100.69,2.14,217.75,2.63,78.25,0.01,29.07
2020,5,27,17,100.73,2.83,212.59,3.58,81.06,0.01,28.55
2020,5,27,18,100.77,3.26,218.49,4.35,84.94,0.01,27.83
2020,5,27,19,100.83,3.59,224.12,4.79,86.06,0.01,27.54
2020,5,27,20,100.89,3.71,227.65,4.93,87.12,0.02,27.35
2020,5,27,21,100.94,3.59,232.43,4.73,88.25,0.05,27.16
2020,5,27,22,100.95,3.37,239.15,4.41,89.25,0.14,26.98
2020,5,27,23,100.93,3.26,246.57,4.24,90.38,0.22,26.75
2020,5,28,0,100.87,3.28,253.25,4.27,91.31,0.2,26.57
2020,5,28,1,100.82,3.36,258.19,4.39,92.31,0.19,26.4
2020,5,28,2,100.78,3.4,262.61,4.46,93.0,0.15,26.25
2020,5,28,3,100.78,3.4,266.97,4.49,93.19,0.09,26.16
2020,5,28,4,100.8,3.39,272.11,4.49,93.19,0.11,26.08
2020,5,28,5,100.83,3.33,276.33,4.43,93.06,0.08,26.01
2020,5,28,6,100.89,3.32,280.57,4.21,92.12,0.11,26.26
2020,5,28,7,100.95,3.25,282.36,3.77,90.38,0.14,26.68
2020,5,28,8,101.0,3.09,279.61,3.54,88.12,0.18,27.19
2020,5,28,9,101.02,2.79,279.2,3.16,85.56,0.23,27.67
2020,5,28,10,101.0,2.39,281.13,2.7,83.81,0.28,28.01
2020,5,28,11,100.95,2.0,284.25,2.26,82.25,0.28,28.25
2020,5,28,12,100.87,1.64,292.05,1.89,81.38,0.27,28.4
2020,5,28,13,100.78,1.39,308.16,1.66,81.19,0.24,28.47
2020,5,28,14,100.72,1.32,323.4,1.6,81.44,0.23,28.44
2020,5,28,15,100.68,1.25,327.2,1.53,82.25,0.23,28.36
2020,5,28,16,100.7,1.19,324.64,1.47,82.06,0.19,28.33
2020,5,28,17,100.73,1.05,317.73,1.28,83.56,0.16,28.06
2020,5,28,18,100.77,0.81,295.82,0.92,81.56,0.17,27.93
2020,5,28,19,100.82,0.8,264.4,0.89,81.06,0.13,27.87
2020,5,28,20,100.87,1.06,255.96,1.2,82.25,0.1,27.72
2020,5,28,21,100.89,1.28,267.21,1.46,82.56,0.1,27.55
2020,5,28,22,100.87,1.56,283.62,1.84,84.56,0.09,27.25
2020,5,28,23,100.81,1.93,290.42,2.36,86.94,0.1,26.9
2020,5,29,0,100.72,2.23,290.98,2.92,88.62,0.15,26.63
2020,5,29,1,100.65,2.45,289.01,3.32,89.81,0.21,26.43
2020,5,29,2,100.61,2.46,286.02,3.36,90.56,0.34,26.27
2020,5,29,3,100.61,2.29,280.04,3.08,90.94,0.41,26.15
2020,5,29,4,100.65,1.92,270.0,2.47,90.81,0.48,26.08
2020,5,29,5,100.72,1.39,250.24,1.62,90.06,0.41,26.13
2020,5,29,6,100.8,1.01,204.59,1.11,89.75,0.36,26.36
2020,5,29,7,100.89,1.25,161.34,1.47,90.44,0.29,26.67
2020,5,29,8,100.94,1.77,141.81,2.15,86.5,0.21,27.53
2020,5,29,9,100.95,2.15,133.82,2.51,84.5,0.21,27.94
2020,5,29,10,100.91,2.42,135.52,2.77,83.38,0.19,28.15
2020,5,29,11,100.82,2.53,142.67,2.88,82.88,0.28,28.26
2020,5,29,12,100.74,2.59,151.2,2.94,82.31,0.3,28.36
2020,5,29,13,100.65,2.84,154.56,3.21,81.81,0.36,28.37
2020,5,29,14,100.62,3.15,153.18,3.59,81.75,0.34,28.24
2020,5,29,15,100.62,3.27,154.84,3.77,82.12,0.39,28.01
2020,5,29,16,100.64,3.07,160.5,3.6,83.44,0.33,27.72
2020,5,29,17,100.69,2.61,167.55,3.33,85.88,0.34,27.34
2020,5,29,18,100.74,2.26,171.87,3.12,88.06,0.26,26.93
2020,5,29,19,100.8,2.12,173.66,2.84,88.62,0.27,26.78
2020,5,29,20,100.86,2.12,173.87,2.7,88.94,0.28,26.68
2020,5,29,21,100.9,2.11,172.77,2.62,89.31,0.27,26.55
2020,5,29,22,100.9,2.1,173.17,2.61,89.56,0.25,26.45
2020,5,29,23,100.87,2.06,178.26,2.55,89.88,0.28,26.33
2020,5,30,0,100.81,2.03,186.85,2.51,90.31,0.35,26.19
2020,5,30,1,100.74,1.96,196.92,2.41,90.56,0.36,26.08
2020,5,30,2,100.71,1.84,206.46,2.24,90.56,0.4,26.02
2020,5,30,3,100.71,1.72,215.93,2.06,90.25,0.52,26.01
2020,5,30,4,100.75,1.57,221.16,1.86,89.88,0.63,26.03
2020,5,30,5,100.81,1.39,224.77,1.62,89.31,0.77,26.05
2020,5,30,6,100.88,1.19,226.06,1.42,89.31,1.07,26.19
2020,5,30,7,100.95,1.01,223.74,1.21,89.19,1.29,26.48
2020,5,30,8,101.0,0.77,207.08,0.91,86.88,1.34,26.86
2020,5,30,9,101.01,0.71,157.38,0.88,84.31,1.38,27.2
2020,5,30,10,100.99,1.08,139.71,1.23,82.69,1.35,27.33
2020,5,30,11,100.95,1.36,141.08,1.52,81.88,1.24,27.47
2020,5,30,12,100.89,1.66,147.51,1.84,81.31,1.14,27.59
2020,5,30,13,100.84,2.02,154.82,2.25,81.25,1.01,27.6
2020,5,30,14,100.82,2.39,161.15,2.7,82.12,0.91,27.43
2020,5,30,15,100.81,2.63,164.15,3.0,83.88,0.68,27.11
2020,5,30,16,100.83,2.56,162.61,2.99,86.12,0.46,26.76
2020,5,30,17,100.87,2.26,162.69,2.86,88.56,0.35,26.4
2020,5,30,18,100.92,2.07,168.69,2.85,90.5,0.27,26.03
2020,5,30,19,100.98,2.29,178.44,3.14,91.0,0.26,25.91
2020,5,30,20,101.03,2.56,188.06,3.46,91.56,0.27,25.87
2020,5,30,21,101.04,2.75,197.51,3.64,92.12,0.34,25.83
2020,5,30,22,101.01,2.83,207.49,3.72,92.38,0.35,25.8
2020,5,30,23,100.97,2.84,215.61,3.76,92.5,0.35,25.75
